,datetime,ipsrc,ipdst,dstport,proto,action,policyid,is_ip_bad
629,2024-03-11 16:14:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
630,2024-03-11 16:14:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
631,2024-03-11 16:14:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
632,2024-03-11 16:14:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
633,2024-03-11 16:14:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
634,2024-03-11 16:14:37,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
635,2024-03-11 16:14:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
636,2024-03-11 16:14:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
637,2024-03-11 16:15:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
638,2024-03-11 16:16:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
639,2024-03-11 16:16:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
640,2024-03-11 16:16:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
641,2024-03-11 16:16:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
642,2024-03-11 16:16:37,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
643,2024-03-11 16:17:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
644,2024-03-11 16:17:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
645,2024-03-11 16:17:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
646,2024-03-11 16:17:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
647,2024-03-11 16:17:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
648,2024-03-11 16:18:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
649,2024-03-11 16:18:12,34.117.237.239,192.168.182.130,33002,TCP,Deny,34,False
650,2024-03-11 16:18:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
651,2024-03-11 16:18:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
652,2024-03-11 16:19:31,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
653,2024-03-11 16:19:31,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
654,2024-03-11 16:20:04,34.117.237.239,192.168.182.130,33002,TCP,Deny,34,False
655,2024-03-11 16:20:04,34.117.237.239,192.168.182.130,33002,TCP,Deny,34,False
656,2024-03-11 16:20:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
657,2024-03-11 16:20:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
658,2024-03-11 16:20:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
659,2024-03-11 16:20:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
660,2024-03-11 16:20:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
661,2024-03-11 16:20:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
662,2024-03-11 16:20:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
663,2024-03-11 16:20:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
664,2024-03-11 16:20:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
665,2024-03-11 16:22:37,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
666,2024-03-11 16:22:37,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
667,2024-03-11 16:23:31,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
668,2024-03-11 16:23:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
669,2024-03-11 16:23:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
670,2024-03-11 16:24:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
671,2024-03-11 16:24:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
672,2024-03-11 16:24:37,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
673,2024-03-11 16:25:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
674,2024-03-11 16:25:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
675,2024-03-11 16:25:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
676,2024-03-11 16:26:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
677,2024-03-11 16:26:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
678,2024-03-11 16:26:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
679,2024-03-11 16:26:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
680,2024-03-11 16:26:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
681,2024-03-11 16:26:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
682,2024-03-11 16:26:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
683,2024-03-11 16:26:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
684,2024-03-11 16:26:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
685,2024-03-11 16:27:31,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
686,2024-03-11 16:27:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
687,2024-03-11 16:27:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
688,2024-03-11 16:27:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
689,2024-03-11 16:28:48,34.107.243.93,192.168.182.130,37876,TCP,Deny,34,False
690,2024-03-11 16:28:48,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
691,2024-03-11 16:28:48,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
692,2024-03-11 16:28:48,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
693,2024-03-11 16:29:26,216.58.214.170,192.168.182.130,38750,TCP,Deny,34,False
694,2024-03-11 16:29:26,216.58.214.170,192.168.182.130,38750,TCP,Deny,34,False
695,2024-03-11 16:29:26,216.58.214.170,192.168.182.130,38750,TCP,Deny,34,False
696,2024-03-11 16:29:31,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
697,2024-03-11 16:30:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
698,2024-03-11 16:30:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
699,2024-03-11 16:30:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
700,2024-03-11 16:30:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
701,2024-03-11 16:30:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
702,2024-03-11 16:30:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
703,2024-03-11 16:30:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
704,2024-03-11 16:30:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
705,2024-03-11 16:31:31,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
706,2024-03-11 16:31:36,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
707,2024-03-11 16:31:36,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
708,2024-03-11 16:32:13,192.168.182.2,192.168.182.130,43485,UDP,Permit,6,False
709,2024-03-11 16:32:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
710,2024-03-11 16:32:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
711,2024-03-11 16:33:31,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
712,2024-03-11 16:33:31,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
713,2024-03-11 16:33:31,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
714,2024-03-11 16:33:31,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
715,2024-03-11 16:33:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
716,2024-03-11 16:34:11,34.117.237.239,192.168.182.130,44924,TCP,Deny,34,False
717,2024-03-11 16:34:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
718,2024-03-11 16:34:11,34.117.237.239,192.168.182.130,44924,TCP,Deny,34,False
719,2024-03-11 16:34:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
720,2024-03-11 16:34:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
721,2024-03-11 16:34:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
722,2024-03-11 16:34:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
723,2024-03-11 16:34:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
724,2024-03-11 16:34:37,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
725,2024-03-11 16:34:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
726,2024-03-11 16:35:04,34.117.237.239,192.168.182.130,44924,TCP,Deny,34,False
727,2024-03-11 16:35:04,34.117.237.239,192.168.182.130,44924,TCP,Deny,34,False
728,2024-03-11 16:35:04,34.117.237.239,192.168.182.130,44924,TCP,Deny,34,False
729,2024-03-11 16:36:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
730,2024-03-11 16:36:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
731,2024-03-11 16:36:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
732,2024-03-11 16:36:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
733,2024-03-11 16:36:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
734,2024-03-11 16:36:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
735,2024-03-11 16:36:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
736,2024-03-11 16:37:31,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
737,2024-03-11 16:37:36,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
738,2024-03-11 16:37:36,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
739,2024-03-11 16:37:36,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
740,2024-03-11 16:38:12,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
741,2024-03-11 16:38:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
742,2024-03-11 16:38:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
743,2024-03-11 16:38:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
744,2024-03-11 16:38:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
745,2024-03-11 16:38:37,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
746,2024-03-11 16:38:37,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
747,2024-03-11 16:38:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
748,2024-03-11 16:38:52,142.250.74.238,192.168.182.130,50656,TCP,Deny,34,False
749,2024-03-11 16:38:52,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
750,2024-03-11 16:38:57,192.168.182.2,192.168.182.130,35012,UDP,Permit,6,False
751,2024-03-11 16:38:57,142.250.179.74,192.168.182.130,36830,UDP,Permit,6,False
752,2024-03-11 16:38:57,142.250.179.74,192.168.182.130,36830,UDP,Permit,6,False
753,2024-03-11 16:38:57,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
754,2024-03-11 16:39:13,142.250.179.74,192.168.182.130,36830,UDP,Permit,6,False
755,2024-03-11 16:39:13,142.250.179.74,192.168.182.130,36830,UDP,Permit,6,False
756,2024-03-11 16:39:13,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
757,2024-03-11 16:39:13,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
758,2024-03-11 16:39:13,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
759,2024-03-11 16:39:13,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
760,2024-03-11 16:39:13,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
761,2024-03-11 16:39:31,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
762,2024-03-11 16:39:31,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
763,2024-03-11 16:39:31,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
764,2024-03-11 16:39:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
765,2024-03-11 16:40:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
766,2024-03-11 16:40:13,172.217.20.174,192.168.182.130,52798,TCP,Deny,34,False
767,2024-03-11 16:40:13,172.217.20.174,192.168.182.130,52798,TCP,Deny,34,False
768,2024-03-11 16:40:22,142.250.74.238,192.168.182.130,50656,TCP,Deny,34,False
769,2024-03-11 16:40:22,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
770,2024-03-11 16:40:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
771,2024-03-11 16:40:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
772,2024-03-11 16:40:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
773,2024-03-11 16:41:12,172.217.20.174,192.168.182.130,52798,TCP,Deny,34,False
774,2024-03-11 16:41:12,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
775,2024-03-11 16:41:21,142.250.74.238,192.168.182.130,50656,TCP,Deny,34,False
776,2024-03-11 16:41:21,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
777,2024-03-11 16:41:21,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
778,2024-03-11 16:42:11,172.217.20.174,192.168.182.130,52798,TCP,Deny,34,False
779,2024-03-11 16:42:14,142.250.74.238,192.168.182.130,50656,TCP,Deny,34,False
780,2024-03-11 16:42:14,142.250.74.238,192.168.182.130,50656,TCP,Deny,34,False
781,2024-03-11 16:42:14,142.250.74.238,192.168.182.130,50656,TCP,Deny,34,False
782,2024-03-11 16:42:14,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
783,2024-03-11 16:42:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
784,2024-03-11 16:42:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
785,2024-03-11 16:42:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
786,2024-03-11 16:42:37,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
787,2024-03-11 16:42:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
788,2024-03-11 16:43:04,172.217.20.174,192.168.182.130,52798,TCP,Deny,34,False
789,2024-03-11 16:43:04,172.217.20.174,192.168.182.130,52798,TCP,Deny,34,False
790,2024-03-11 16:43:04,172.217.20.174,192.168.182.130,52798,TCP,Deny,34,False
791,2024-03-11 16:43:04,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
792,2024-03-11 16:43:04,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
793,2024-03-11 16:43:31,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
794,2024-03-11 16:43:31,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
795,2024-03-11 16:43:31,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
796,2024-03-11 16:43:36,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
797,2024-03-11 16:43:36,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
798,2024-03-11 16:43:50,34.107.243.93,192.168.182.130,37876,TCP,Deny,34,False
799,2024-03-11 16:44:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
800,2024-03-11 16:44:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
801,2024-03-11 16:44:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
802,2024-03-11 16:44:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
803,2024-03-11 16:44:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
804,2024-03-11 16:44:37,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
805,2024-03-11 16:44:51,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
806,2024-03-11 16:45:31,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
807,2024-03-11 16:45:31,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
808,2024-03-11 16:45:31,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
809,2024-03-11 16:45:36,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
810,2024-03-11 16:46:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
811,2024-03-11 16:46:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
812,2024-03-11 16:48:11,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
813,2024-03-11 16:48:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
814,2024-03-11 16:48:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
815,2024-03-11 16:48:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
816,2024-03-11 16:48:11,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
817,2024-03-11 16:48:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
818,2024-03-11 16:48:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
819,2024-03-11 16:48:50,192.168.182.2,192.168.182.130,48235,UDP,Permit,6,False
820,2024-03-11 16:48:51,192.168.182.2,192.168.182.130,58295,UDP,Permit,6,False
821,2024-03-11 16:49:10,34.117.237.239,192.168.182.130,52592,TCP,Deny,34,False
822,2024-03-11 16:49:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
823,2024-03-11 16:49:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
824,2024-03-11 16:49:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
825,2024-03-11 16:49:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
826,2024-03-11 16:49:35,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
827,2024-03-11 16:49:49,34.149.100.209,192.168.182.130,34426,TCP,Deny,34,False
828,2024-03-11 16:49:49,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
829,2024-03-11 16:50:03,34.117.237.239,192.168.182.130,52592,TCP,Deny,34,False
830,2024-03-11 16:50:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
831,2024-03-11 16:50:34,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
832,2024-03-11 16:50:35,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
833,2024-03-11 16:50:37,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
834,2024-03-11 16:50:49,34.160.144.191,192.168.182.130,37760,TCP,Deny,34,False
835,2024-03-11 16:50:49,34.160.144.191,192.168.182.130,37760,TCP,Deny,34,False
836,2024-03-11 16:50:49,34.149.100.209,192.168.182.130,34426,TCP,Deny,34,False
837,2024-03-11 16:50:49,34.149.100.209,192.168.182.130,34426,TCP,Deny,34,False
838,2024-03-11 16:51:36,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
839,2024-03-11 16:53:45,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
840,2024-03-11 16:53:47,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
841,2024-03-11 16:53:47,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
842,2024-03-11 16:53:47,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
843,2024-03-11 16:53:50,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
844,2024-03-11 16:53:50,34.107.243.93,192.168.182.130,37876,TCP,Deny,34,False
845,2024-03-11 16:54:04,159.84.181.226,192.168.182.130,52892,TCP,Deny,34,False
846,2024-03-11 16:54:04,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
847,2024-03-11 16:54:04,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
848,2024-03-11 16:54:51,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
849,2024-03-11 16:54:51,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
850,2024-03-11 16:54:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
851,2024-03-11 16:54:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
852,2024-03-11 16:54:53,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
853,2024-03-11 16:54:55,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
854,2024-03-11 16:55:16,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
855,2024-03-11 16:55:16,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
856,2024-03-11 16:55:16,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
857,2024-03-11 16:55:34,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
858,2024-03-11 16:55:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
859,2024-03-11 16:55:34,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
860,2024-03-11 16:55:37,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
861,2024-03-11 16:55:49,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
862,2024-03-11 16:55:49,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
863,2024-03-11 16:55:49,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
864,2024-03-11 16:55:49,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
865,2024-03-11 16:55:53,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
866,2024-03-11 16:56:14,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
867,2024-03-11 16:56:40,34.149.100.209,192.168.182.130,41258,TCP,Deny,34,False
868,2024-03-11 16:56:40,34.149.100.209,192.168.182.130,41258,TCP,Deny,34,False
869,2024-03-11 16:56:40,34.149.100.209,192.168.182.130,41258,TCP,Deny,34,False
870,2024-03-11 16:56:51,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
871,2024-03-11 16:56:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
872,2024-03-11 16:56:54,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
873,2024-03-11 16:56:54,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
874,2024-03-11 16:56:54,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
875,2024-03-11 16:57:51,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
876,2024-03-11 16:57:53,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
877,2024-03-11 16:58:51,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
878,2024-03-11 16:58:53,192.168.182.2,192.168.182.130,49501,UDP,Permit,6,False
879,2024-03-11 16:58:53,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
880,2024-03-11 16:58:53,192.168.182.2,192.168.182.130,42369,UDP,Permit,6,False
881,2024-03-11 16:59:50,172.217.20.195,192.168.182.130,38434,TCP,Deny,34,False
882,2024-03-11 16:59:52,34.149.100.209,192.168.182.130,44788,TCP,Deny,34,False
883,2024-03-11 17:01:13,192.168.182.2,192.168.182.130,44041,UDP,Permit,6,False
884,2024-03-11 17:01:13,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
885,2024-03-11 17:01:13,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
886,2024-03-11 17:01:13,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
887,2024-03-11 17:01:13,216.58.214.170,192.168.182.130,44470,TCP,Deny,34,False
888,2024-03-11 17:01:34,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
889,2024-03-11 17:01:44,34.149.100.209,192.168.182.130,44788,TCP,Deny,34,False
890,2024-03-11 17:01:49,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
891,2024-03-11 17:01:51,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
892,2024-03-11 17:01:53,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
893,2024-03-11 17:02:14,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
894,2024-03-11 17:02:51,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
895,2024-03-11 17:02:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
896,2024-03-11 17:02:51,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
897,2024-03-11 17:03:28,192.168.182.2,192.168.182.130,47949,UDP,Permit,6,False
898,2024-03-11 17:03:28,34.117.237.239,192.168.182.130,43212,TCP,Deny,34,False
899,2024-03-11 17:03:28,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
900,2024-03-11 17:03:28,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
901,2024-03-11 17:03:49,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
902,2024-03-11 17:03:49,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
903,2024-03-11 17:03:53,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
904,2024-03-11 17:03:54,34.107.243.93,192.168.182.130,44766,TCP,Deny,34,False
905,2024-03-11 17:04:51,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
906,2024-03-11 17:05:50,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
907,2024-03-11 17:05:50,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
908,2024-03-11 17:06:14,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
909,2024-03-11 17:06:14,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
910,2024-03-11 17:06:19,34.117.237.239,192.168.182.130,43212,TCP,Deny,34,False
911,2024-03-11 17:06:19,34.117.237.239,192.168.182.130,43212,TCP,Deny,34,False
912,2024-03-11 17:06:51,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
913,2024-03-11 17:06:54,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
914,2024-03-11 17:08:14,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
915,2024-03-11 17:08:14,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
916,2024-03-11 17:08:14,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
917,2024-03-11 17:08:14,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
918,2024-03-11 17:08:51,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
919,2024-03-11 17:08:51,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
920,2024-03-11 17:08:54,34.107.243.93,192.168.182.130,44766,TCP,Deny,34,False
921,2024-03-11 17:08:54,34.107.243.93,192.168.182.130,44766,TCP,Deny,34,False
922,2024-03-11 17:09:34,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
923,2024-03-11 17:09:50,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
924,2024-03-11 17:09:50,192.168.0.28,192.168.182.130,39842,TCP,Deny,34,False
925,2024-03-11 17:09:50,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
926,2024-03-11 17:09:53,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
927,2024-03-11 17:10:51,172.217.20.195,192.168.182.130,46808,TCP,Deny,34,False
928,2024-03-11 17:10:54,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
929,2024-03-11 17:10:54,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
930,2024-03-11 17:10:54,159.84.181.226,192.168.182.130,44928,TCP,Deny,34,False
931,2024-03-11 17:11:18,172.217.20.174,192.168.182.130,35140,TCP,Deny,34,False
